Stkcd	Accper	Typrep	Fn02301	Fn02302	Fn02303	Fn02304	Fn02305	Fn02308	Fn02309	Fn02306	Fn02307	Fnother
300188	2015-12-31	1	1	取证魔方		829841.4600	42529.2800	42529.2800		787312.1800	CNY	
300188	2015-12-31	1	1	手机并行取证系统.并行版		1339018.7000				1339018.7000	CNY	
300188	2015-12-31	1	1	手机并行取证系统.专用机版		2075050.7700	579732.6900	579732.6900		1495318.0800	CNY	
300188	2015-12-31	1	1	恢复大师		760434.9000	760434.9000	532205.9200	228228.9800		CNY	
300188	2015-12-31	1	1	手机恢复塔		829915.6800	829915.6800		829915.6800		CNY	
300188	2015-12-31	1	1	网络可信交易系统		946800.3300	946800.3300	202626.1600	744174.1700		CNY	
300188	2015-12-31	1	1	取证大师电子数据取证分析系统		326211.8500				326211.8500	CNY	
300188	2015-12-31	1	1	美亚通		187937.7600				187937.7600	CNY	
300188	2015-12-31	1	1	卡口智能处理系统		310240.6100				310240.6100	CNY	
300188	2015-12-31	1	1	其他项目		91395870.7600	91395870.7600	91395870.7600			CNY	
300188	2015-12-31	1	1	合计	2799283.3600	113023421.5600	102351083.1000	96182371.2800	6168711.8200	13471621.8200	CNY	项目			       资本化开始时点		资本化的具体依据																						截至年末的研发进度
极光超算分析系统		2014/2/1		完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量		已完成
固定翼无人机			2012/7/1		完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足
300188	2014-12-31	1	1	手机数据移动采集终端	6535531.5700	1402967.9300	7938499.5000	23968.3700	7914531.1300		CNY	资本化开始时点：2012年12月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	可视化数据智能分析系统	847321.7800	803526.9700	1650848.7500	98797.0300	1552051.7200		CNY	资本化开始时点：2012年12月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	视频取证系统	2357064.8300	738406.7000	3095471.5300	369237.2000	2726234.3300		CNY	资本化开始时点：2012年12月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	综合应用平台	7013820.8500	2312631.4800	9326452.3300		9326452.3300		CNY	资本化开始时点：2012年10月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	网络审计箱	1031872.3300	1083165.9400	2115038.2700	120332.7900	1994705.4800		CNY	资本化开始时点：2013年7月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	数据拓展系统	256694.0100	412354.4800	669048.4900	38828.5800	630219.9100		CNY	资本化开始时点：2013年10月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	移动式信息采集系统		620999.2400	620999.2400		620999.2400		CNY	资本化开始时点：2013年9月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	关联分析平台（二期）	728766.0500	114910.9800	843677.0300	3288.5000	840388.5300		CNY	资本化开始时点：2013年9月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	网络沙盘系统	415468.9700	948770.8000	1364239.7700	247052.5300	1117187.2400		CNY	资本化开始时点：2013年10月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	综合分析平台	395815.7200	564736.5600	960552.2800	167010.1000	793542.1800		CNY	资本化开始时点：2013年10月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	等级保护检查工具箱	296834.2600	814668.4000	1111502.6600	104223.3600	1007279.3000		CNY	资本化开始时点：2013年12月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	蛛网系统	288073.4600	3231704.5800	3519778.0400	227431.5700	3292346.4700		CNY	资本化开始时点：2013年11月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	极光超算分析系统		1944460.0700	190086.6000	190086.6000		1754373.4700	CNY	资本化开始时点：2014年2月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：集成测试。
300188	2014-12-31	1	1	电子物证现场重现系统		504621.8500	504621.8500	163581.9100	341039.9400		CNY	资本化开始时点：2014年3月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	电子数据公证云系统		2686509.6400	2686509.6400	229629.9400	2456879.7000		CNY	资本化开始时点：2014年4月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	手机数据采集系统		1245720.0600	1245720.0600	61377.0800	1184342.9800		CNY	资本化开始时点：2014年6月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	手机数据采集装备		826960.1500	826960.1500	397911.1500	429049.0000		CNY	资本化开始时点：2014年6月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	电子数据移动采集系统		1044909.8900				1044909.8900	CNY	资本化开始时点：2014年7月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	互联网信息巡查平台系统		154179.5200	154179.5200	13437.0000	140742.5200		CNY	资本化开始时点：2014年7月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	固定翼无人机		234678.9300	234678.9300		234678.9300		CNY	资本化开始时点：2012年7月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。固定翼无人机项目自2012年7月已完成项目的技术预研、需求分析进入开发阶段，完成上述研发项目在技术上具有可行性，项目实施完成后能提供现场勘查、抢险救灾、道路巡视等领域进行实时拍摄、图像传输的小型无人飞行器，具有较好的市场容量，可以为项目收益提供有力保证，
300188	2014-12-31	1	1	手机数据采集仪		401969.5600	401969.5600	78342.3400	323627.2200		CNY	资本化开始时点：2014年7月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	电子取证百宝箱系统		406464.6000	406464.6000	191584.5300	214880.0700		CNY	资本化开始时点：2014年7月；资本化的具体依据：完成研发项目在技术上具有可行性，项目实施完成后具有较好的市场容量和市场占有率，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量；截至年末的研发进度：已完成。
300188	2014-12-31	1	1	其他项目		65337724.2200	65337724.2200	65337724.2200			CNY	
300188	2014-12-31	1	1	合计	20167263.8300	87837042.5500	105205023.0200	68063844.8000	37141178.2200	2799283.3600	CNY	
300188	2013-12-31	1	1	极光系统	2074226.0000	2700741.6300	4774967.6300		4774967.6300		CNY	
300188	2013-12-31	1	1	手机数据移动采集终端	744548.4500	5790983.1200				6535531.5700	CNY	
300188	2013-12-31	1	1	可视化数据智能分析系统	205476.3000	1774982.8700	1133137.3900		1133137.3900	847321.7800	CNY	
300188	2013-12-31	1	1	固定翼无人机		963436.4000	963436.4000		963436.4000		CNY	
300188	2013-12-31	1	1	取证大师	1142777.0400	1237804.2900	2380581.3300	264265.5100	2116315.8200		CNY	
300188	2013-12-31	1	1	视频取证系统	231997.0000	2125067.8300				2357064.8300	CNY	
300188	2013-12-31	1	1	恢复大师	418128.8000	1917767.2900	2335896.0900	487039.2200	1848856.8700		CNY	
300188	2013-12-31	1	1	综合应用平台	2128842.4300	4884978.4200				7013820.8500	CNY	
300188	2013-12-31	1	1	互联网商品交易监管系统	418939.4300	2003012.6500	2421952.0800	540852.4100	1881099.6700		CNY	
300188	2013-12-31	1	1	公证云平台（二期）		3045777.2700	3045777.2700		3045777.2700		CNY	
300188	2013-12-31	1	1	网络审计箱		1324187.8400	292315.5100	292315.5100		1031872.3300	CNY	
300188	2013-12-31	1	1	数据拓展系统		349404.1200	92710.1100	92710.1100		256694.0100	CNY	
300188	2013-12-31	1	1	移动式信息采集系统		1010167.2100	1010167.2100	90007.0400	920160.1700		CNY	
300188	2013-12-31	1	1	关联分析平台（二期）		968149.4400	239383.3900		239383.3900	728766.0500	CNY	
300188	2013-12-31	1	1	网络沙盘系统		415468.9700				415468.9700	CNY	
300188	2013-12-31	1	1	综合分析平台		395815.7200				395815.7200	CNY	
300188	2013-12-31	1	1	等级保护检查工具箱		371630.4300	74796.1700	74796.1700		296834.2600	CNY	
300188	2013-12-31	1	1	蛛网系统		288073.4600				288073.4600	CNY	
300188	2013-12-31	1	1	其他项目		35810420.0400	35810420.0400	35810420.0400			CNY	
300188	2013-12-31	1	1	合计	7364935.4500	67377869.0000	54575540.6200	37652406.0100	16923134.6100	20167263.8300	CNY	本期开发支出占本期研究开发项目支出总额的比例44.12%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例87.61%。极光系统项目自2012年1月已完成项目的技术预研、需求分析进入开发阶段，完成研发项目在技术上具有可行性，项目实施完成后能够满足客户在数据恢复领域的需求，产品市场空间广阔，可以为项目收益提供有力保证，同时公司有足够的技术、财务等资源的支持，并单独核算，支出能够可靠的计量。该项目已于2013年12月末完成，于2013年12月结转无形资产，并按4年摊销。手机数据移动采集终端项目自20
300189	2016-12-31	1	1	品种权开发	4963605.8400	2564090.2800				7527696.1200	CNY	
300189	2016-12-31	1	1	水稻SPT技术开发	5723202.3800	12383392.2200				18106594.6000	CNY	
300189	2016-12-31	1	1	合计	10686808.2200	14947482.5000				25634290.7200	CNY	
300189	2015-12-31	1	1	品种权开发	11657332.6300	2306273.2100	9000000.0000		9000000.0000	4963605.8400	CNY	
300189	2015-12-31	1	1	水稻基因开发		5723202.3800				5723202.3800	CNY	
300189	2015-12-31	1	1	合计	11657332.6300	8029475.5900	9000000.0000		9000000.0000	10686808.2200	CNY	
300189	2014-12-31	1	1	品种权开发	3901454.1800	13008192.5200	5252314.0700	4387874.0700	864440.0000	11657332.6300	CNY	
300189	2014-12-31	1	1	合计	3901454.1800	13008192.5200	5252314.0700	4387874.0700	864440.0000	11657332.6300	CNY	其他增加系无形资产重分类。
300189	2013-12-31	1	1	品种权开发	2497218.9800	3901454.1800	2497218.9800		2497218.9800	3901454.1800	CNY	
300189	2013-12-31	1	1	合计	2497218.9800	3901454.1800	2497218.9800		2497218.9800	3901454.1800	CNY	本期开发支出占本期研究开发项目支出总额的比例13.48％；通过公司内部研发形成的无形资产占无形资产期末账面价值的比例1.07％。
300191	2016-12-31	1	1	16级井下光纤检波器技术	4198825.1600	853736.2300				5052561.3900	CNY	
300191	2016-12-31	1	1	碳酸盐/灰岩缝洞储层识别技术		3317844.5500	3317844.5500	3317844.5500			CNY	
300191	2016-12-31	1	1	去多次波软件研究		2237793.3500	2237793.3500	2237793.3500			CNY	
300191	2016-12-31	1	1	提高分辨率处理软件		4117674.9800	4117674.9800	4117674.9800			CNY	
300191	2016-12-31	1	1	合计	4198825.1600	10527049.1100	9673312.8800	9673312.8800		5052561.3900	CNY	
300191	2015-12-31	1	1	IPsystem处理解释一体化软件项目	8758796.7200	4181083.0400	12939879.7600		12939879.7600		CNY	
300191	2015-12-31	1	1	16级井下光纤检波器技术	4108230.6600	90594.5000				4198825.1600	CNY	
300191	2015-12-31	1	1	智能化油田建设研发项目		6441393.1100	6441393.1100	6441393.1100			CNY	
300191	2015-12-31	1	1	合计	12867027.3800	10713070.6500	19381272.8700	6441393.1100	12939879.7600	4198825.1600	CNY	
300191	2014-12-31	1	1	IPsystem处理解释一体化软件项目		8758796.7200				8758796.7200	CNY	
300191	2014-12-31	1	1	16级井下光纤检波器技术	2416000.0000	1692230.6600				4108230.6600	CNY	
300191	2014-12-31	1	1	非常规油气勘探开发配套技术研究项目		4817269.9600	4817269.9600	4817269.9600			CNY	
300191	2014-12-31	1	1	合计	2416000.0000	15268297.3400	4817269.9600	4817269.9600		12867027.3800	CNY	
300191	2013-12-31	1	1	层析成像三维速度模型软件系统	1866633.6400	5691721.4200	7558355.0600	142173.7200	7416181.3400		CNY	
300191	2013-12-31	1	1	嵌入式Geostar换代软件平台		4228129.6900	4228129.6900		4228129.6900		CNY	
300191	2013-12-31	1	1	16级井下光纤检波器技术	2066000.0000	350000.0000				2416000.0000	CNY	
300191	2013-12-31	1	1	合计	3932633.6400	10269851.1100	11786484.7500	142173.7200	11644311.0300	2416000.0000	CNY	本期开发支出占本期研究开发项目支出总额的比例41.18%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例27.96%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法。
300194	2016-12-31	1	1	盐酸奈必洛尔（原料）工艺技术	10808205.6100	550540.8900				11358746.5000	CNY	
300194	2016-12-31	1	1	托伐普坦（原料）工艺技术	2587555.2600	1722757.4200				4310312.6800	CNY	
300194	2016-12-31	1	1	替加环素（原料）工艺技术	3516304.9200	2395503.3900				5911808.3100	CNY	
300194	2016-12-31	1	1	卡培他滨（原料）工艺技术	5816862.1200	1445288.7000				7262150.8200	CNY	
300194	2016-12-31	1	1	拉科酰铵（原料）工艺技术	3313847.3600	873867.2600				4187714.6200	CNY	
300194	2016-12-31	1	1	阿加曲班（原料）工艺技术	660377.3400		660377.3400	660377.3400			CNY	
300194	2016-12-31	1	1	盐酸厄洛替尼（原料）工艺技术	1024723.1100	-15821.3600				1008901.7500	CNY	
300194	2016-12-31	1	1	富马酸替诺福韦二吡呋酯（原料）工艺技术	199552.1500	1169656.3200				1369208.4700	CNY	
300194	2016-12-31	1	1	甲磺酸伊马替尼（原料）工艺技术	2130527.9700	934966.6000				3065494.5700	CNY	
300194	2016-12-31	1	1	阿立哌唑（原料）工艺技术	305072.5200	35958.9400				341031.4600	CNY	
300194	2016-12-31	1	1	克林霉素磷酸酯（原料）工艺技术	1006134.8800	784028.9900				1790163.8700	CNY	
300194	2016-12-31	1	1	头孢匹胺（原料）工艺技术	1203200.0000	10503.9800				1213703.9800	CNY	
300194	2016-12-31	1	1	阿戈美拉汀（原料）工艺技术	1104334.4000		1104334.4000	1104334.4000			CNY	
300194	2016-12-31	1	1	甲苯磺酸索拉非尼（原料）工艺技术	199298.0700	1197140.6900				1396438.7600	CNY	
300194	2016-12-31	1	1	拉氧头孢钠（原料）工艺技术	214701.5300	-181640.5100				33061.0200	CNY	
300194	2016-12-31	1	1	盐酸帕唑帕尼（原料）工艺技术	191359.9500	2042475.4600				2233835.4100	CNY	
300194	2016-12-31	1	1	枸橼酸托法替布（原料）工艺技术	496591.5900	1112830.8000				1609422.3900	CNY	
300194	2016-12-31	1	1	双丙戊酸钠原料	266540.4800	84676.8700	351217.3500	351217.3500			CNY	
300194	2016-12-31	1	1	左黄皮酰胺原料药	1635217.1600	127462.2200				1762679.3800	CNY	
300194	2016-12-31	1	1	左乙拉西坦原料	255385.8100	93397.3600				348783.1700	CNY	
300194	2016-12-31	1	1	左乙拉西坦（原料）工艺技术	50967.7900					50967.7900	CNY	
300194	2016-12-31	1	1	氟氯西林钠（原料）工艺技术	1099513.6200					1099513.6200	CNY	
300194	2016-12-31	1	1	牛磺熊去氧胆酸（原料）工艺技术	2094249.5900					2094249.5900	CNY	
300194	2016-12-31	1	1	盐酸乐卡地平（原料）工艺技术	1000000.0000	381963.9700				1381963.9700	CNY	
300194	2016-12-31	1	1	间苯三酚（原料）工艺技术	137265.8800	54474.5900				191740.4700	CNY	
300194	2016-12-31	1	1	盐酸西那卡塞（原料）工艺技术	1312326.9400	1169718.3100				2482045.2500	CNY	
300194	2016-12-31	1	1	索非布韦原料及片剂研发项目	1159422.5900	1700263.9700				2859686.5600	CNY	
300194	2016-12-31	1	1	盐酸奈必洛尔（制剂）工艺技术	3446530.7600	578240.6400				4024771.4000	CNY	
300194	2016-12-31	1	1	托伐普坦（制剂）工艺技术	12198534.6100	1268022.5400				13466557.1500	CNY	
300194	2016-12-31	1	1	甲磺酸伊马替尼（制剂）工艺技术	3563488.7500	515276.1800				4078764.9300	CNY	
300194	2016-12-31	1	1	拉科酰铵（制剂）工艺技术	9080459.0900	-127825.8200				8952633.2700	CNY	
300194	2016-12-31	1	1	左乙拉西坦片（制剂）工艺技术	477193.1300	365816.0200				843009.1500	CNY	
300194	2016-12-31	1	1	盐酸乐卡地平片（制剂）工艺技术	258648.0500	9948.7200				268596.7700	CNY	
300194	2016-12-31	1	1	奥拉西坦胶囊（制剂）工艺技术	776614.9300	303696.6500				1080311.5800	CNY	
300194	2016-12-31	1	1	富马酸替诺福韦二吡呋酯（制剂）工艺技术	733748.0700	126875.6800				860623.7500	CNY	
300194	2016-12-31	1	1	布洛芬4ml：400mg（制剂）工艺技术	2854408.1000	1656.3500	2856064.4500	2856064.4500			CNY	
300194	2016-12-31	1	1	布洛芬8ml：800mg（制剂）工艺技术	2861770.8400	1656.3400				2863427.1800	CNY	
300194	2016-12-31	1	1	盐酸厄洛替尼片（制剂）工艺技术		477421.1600				477421.1600	CNY	
300194	2016-12-31	1	1	硫辛酸分散片		650520.2500				650520.2500	CNY	
300194	2016-12-31	1	1	SC-116（精氨酸酮洛芬）		87400.9800				87400.9800	CNY	
300194	2016-12-31	1	1	五味痔疮胶囊		1564259.1500				1564259.1500	CNY	
300194	2016-12-31	1	1	依折麦布		685079.8100				685079.8100	CNY	
300194	2016-12-31	1	1	硫酸羟氯喹		39796.3000				39796.3000	CNY	
300194	2016-12-31	1	1	头孢丙烯		2083.0000				2083.0000	CNY	
300194	2016-12-31	1	1	谷胱甘肽含片		270566.0400	270566.0400		270566.0400		CNY	
300194	2016-12-31	1	1	合计	80040934.9700	24510504.8500	5242559.5800	4971993.5400	270566.0400	99308880.2400	CNY	1、本期开发支出占本期研究开发项目支出总额的比例为28.40%。2、本期增加中，2,271,459.28元系本公司之子公司只楚药业在合并日的余额。
300194	2015-12-31	1	1	盐酸奈必洛尔（原料）工艺技术	5845915.8500	4962289.7600				10808205.6100	CNY	
300194	2015-12-31	1	1	托伐普坦（原料）工艺技术	2434724.5400	152830.7200				2587555.2600	CNY	
300194	2015-12-31	1	1	替加环素（原料）工艺技术	2040421.1800	1475883.7400				3516304.9200	CNY	
300194	2015-12-31	1	1	卡培他滨（原料）工艺技术	5814118.4900	2743.6300				5816862.1200	CNY	
300194	2015-12-31	1	1	拉科酰铵（原料）工艺技术	3333268.8700	-19421.5100				3313847.3600	CNY	
300194	2015-12-31	1	1	阿加曲班（原料）工艺技术	660377.3400					660377.3400	CNY	
300194	2015-12-31	1	1	盐酸厄洛替尼（原料）工艺技术	968675.5700	56047.5400				1024723.1100	CNY	
300194	2015-12-31	1	1	富马酸替诺福韦二吡呋酯（原料）工艺技术	169276.5300	30275.6200				199552.1500	CNY	
300194	2015-12-31	1	1	甲磺酸伊马替尼（原料）工艺技术	1993754.1400	136773.8300				2130527.9700	CNY	
300194	2015-12-31	1	1	阿立哌唑（原料）工艺技术	305072.5200					305072.5200	CNY	
300194	2015-12-31	1	1	克林霉素磷酸酯（原料）工艺技术	1000000.0000	6134.8800				1006134.8800	CNY	
300194	2015-12-31	1	1	头孢匹胺（原料）工艺技术	1201100.0000	2100.0000				1203200.0000	CNY	
300194	2015-12-31	1	1	阿戈美拉汀（原料）工艺技术		1104334.4000				1104334.4000	CNY	
300194	2015-12-31	1	1	甲苯磺酸索拉非尼（原料）工艺技术		199298.0700				199298.0700	CNY	
300194	2015-12-31	1	1	拉氧头孢钠（原料）工艺技术		214701.5300				214701.5300	CNY	
300194	2015-12-31	1	1	盐酸帕唑帕尼（原料）工艺技术		191359.9500				191359.9500	CNY	
300194	2015-12-31	1	1	枸橼酸托法替布（原料）工艺技术		496591.5900				496591.5900	CNY	
300194	2015-12-31	1	1	双丙戊酸钠原料		266540.4800				266540.4800	CNY	
300194	2015-12-31	1	1	左黄皮酰胺原料药		1635217.1600				1635217.1600	CNY	
300194	2015-12-31	1	1	左乙拉西坦原料		255385.8100				255385.8100	CNY	
300194	2015-12-31	1	1	左乙拉西坦（原料）工艺技术		50967.7900				50967.7900	CNY	
300194	2015-12-31	1	1	氟氯西林钠（原料）工艺技术		1099513.6200				1099513.6200	CNY	
300194	2015-12-31	1	1	牛磺熊去氧胆酸（原料）工艺技术		2094249.5900				2094249.5900	CNY	
300194	2015-12-31	1	1	盐酸乐卡地平（原料）工艺技术		1000000.0000				1000000.0000	CNY	
300194	2015-12-31	1	1	间苯三酚（原料）工艺技术		137265.8800				137265.8800	CNY	
300194	2015-12-31	1	1	盐酸头孢替安（原料）工艺技术		518289.0100	518289.0100		518289.0100		CNY	
300194	2015-12-31	1	1	盐酸西那卡塞（原料）工艺技术		1312326.9400				1312326.9400	CNY	
300194	2015-12-31	1	1	索非布韦原料及片剂研发项目		1159422.5900				1159422.5900	CNY	
300194	2015-12-31	1	1	盐酸奈必洛尔（制剂）工艺技术	2918213.9900	528316.7700				3446530.7600	CNY	
300194	2015-12-31	1	1	托伐普坦（制剂）工艺技术	12135007.9000	63526.7100				12198534.6100	CNY	
300194	2015-12-31	1	1	甲磺酸伊马替尼（制剂）工艺技术	3138841.9800	424646.7700				3563488.7500	CNY	
300194	2015-12-31	1	1	阿戈美拉汀片（制剂）工艺技术	1523792.6000	330615.2200	1854407.8200	1854407.8200			CNY	
300194	2015-12-31	1	1	拉科酰铵（制剂）工艺技术	6481186.6100	2599272.4800				9080459.0900	CNY	
300194	2015-12-31	1	1	左乙拉西坦片（制剂）工艺技术	283018.8600	194174.2700				477193.1300	CNY	
300194	2015-12-31	1	1	盐酸乐卡地平片（制剂）工艺技术	215106.6400	43541.4100				258648.0500	CNY	
300194	2015-12-31	1	1	奥拉西坦胶囊（制剂）工艺技术		776614.9300				776614.9300	CNY	
300194	2015-12-31	1	1	富马酸替诺福韦二吡呋酯（制剂）工艺技术		733748.0700				733748.0700	CNY	
300194	2015-12-31	1	1	布洛芬4ml：400mg（制剂）工艺技术		2854408.1000				2854408.1000	CNY	
300194	2015-12-31	1	1	布洛芬8ml：800mg（制剂）工艺技术		2861770.8400				2861770.8400	CNY	
300194	2015-12-31	1	1	合计	52461873.6100	29951758.1900	2372696.8300	1854407.8200	518289.0100	80040934.9700	CNY	本期开发支出占本期研究开发项目支出总额的比例为57.77%。
本期增加中，1,677,337.05元系本公司之子公司天衡制药在合并日的余额。
资本化项目情况：
项目					资本化开始时点		资本化的具体依据					截至期末的研发	进度
盐酸奈必洛尔（原料）工艺技术		2009年6月		进入中试阶段						申请生产批件
托伐普坦（原料）工艺技术		2010年1月		进入中试阶段						申请生产批件撤回，重新申报
替加环素（原料）工艺技术		2011年2月		进入中试阶段						申
300194	2014-12-31	1	1	盐酸奈必洛尔（原料）工艺技术	1718670.3700	4127245.4800				5845915.8500	CNY	资本化开始时点：2009年6月；资本化的具体依据：进入中试阶段；截至期末的研发进度：申请生产批件。
300194	2014-12-31	1	1	盐酸奈必洛尔（制剂）工艺技术	2706917.7800	211296.2100				2918213.9900	CNY	
300194	2014-12-31	1	1	托伐普坦（原料）工艺技术	980332.0600	1454392.4800				2434724.5400	CNY	资本化开始时点：2010年1月；资本化的具体依据：进入中试阶段；截至期末的研发进度：申请生产批件。
300194	2014-12-31	1	1	托伐普坦（制剂）工艺技术	12026629.9100	108377.9900				12135007.9000	CNY	
300194	2014-12-31	1	1	替加环素（原料）工艺技术	1989159.4900	51261.6900				2040421.1800	CNY	资本化开始时点：2011年2月；资本化的具体依据：进入中试阶段；截至期末的研发进度：申请生产批件。
300194	2014-12-31	1	1	卡培他滨（原料）工艺技术	5569374.3600	244744.1300				5814118.4900	CNY	资本化开始时点：2011年2月；资本化的具体依据：进入中试阶段；截至期末的研发进度：申请生产批件。
300194	2014-12-31	1	1	头孢美唑钠（原料）工艺技术	2597695.1000	359780.9300	2957476.0300		2957476.0300		CNY	
300194	2014-12-31	1	1	甲磺酸伊马替尼（制剂）工艺技术	3047548.8000	91293.1800				3138841.9800	CNY	
300194	2014-12-31	1	1	阿戈美拉汀片（制剂）工艺技术	1146434.1200	377358.4800				1523792.6000	CNY	
300194	2014-12-31	1	1	拉科酰铵（原料）工艺技术	970873.7900	2362395.0800				3333268.8700	CNY	资本化开始时点：2010年11月；资本化的具体依据：进入中试阶段；截至期末的研发进度：取得临床批件。
300194	2014-12-31	1	1	拉科酰铵（制剂）工艺技术	264828.6800	6216357.9300				6481186.6100	CNY	
